### AUTOFILL PROFILES ###,,,,,,
Profile ID,Name,Site,Hotkey,,,
c2,Make recall decision,,Ctrl + F,,,
c1,Manage recalls,,Option + Ƒ,,,
### AUTOFILL RULES ###,,,,,,
Rule ID,Type,Name,Value,Site,Mode,Profile
r1,0,"^day$","20","/recalls/[^\/]+/request-received",0,c1
r2,0,"^month$","11","/recalls/[^\/]+/request-received",0,c1
r3,0,"^year$","2021","/recalls/[^\/]+/request-received",0,c1
r4,0,"^hour$","07","/recalls/[^\/]+/request-received",0,c1
r5,0,"^minute$","04","/recalls/[^\/]+/request-received",0,c1
r6,0,"^sentenceDateDay$","12","/recalls/[^\/]+/last-release",0,c1
r7,0,"^sentenceDateMonth$","02","/recalls/[^\/]+/last-release",0,c1
r8,0,"^sentenceDateYear$","2021","/recalls/[^\/]+/last-release",0,c1
r9,0,"^licenceExpiryDateDay$","24","/recalls/[^\/]+/last-release",0,c1
r10,0,"^licenceExpiryDateMonth$","10","/recalls/[^\/]+/last-release",0,c1
r11,0,"^licenceExpiryDateYear$","2022","/recalls/[^\/]+/last-release",0,c1
r12,0,"^sentenceExpiryDateDay$","26","/recalls/[^\/]+/last-release",0,c1
r13,0,"^sentenceExpiryDateMonth$","10","/recalls/[^\/]+/last-release",0,c1
r14,0,"^sentenceExpiryDateYear$","2022","/recalls/[^\/]+/last-release",0,c1
r15,0,"^sentencingCourt$","Blackpool County Court","/recalls/[^\/]+/last-release",0,c1
r16,0,"^indexOffence$","Burglary","/recalls/[^\/]+/last-release",0,c1
r18,0,"^lastReleaseDateDay$","12","/recalls/[^\/]+/last-release",0,c1
r19,0,"^lastReleaseDateMonth$","05","/recalls/[^\/]+/last-release",0,c1
r20,0,"^lastReleaseDateYear$","2021","/recalls/[^\/]+/last-release",0,c1
r21,0,"^conditionalReleaseDateDay$","14","/recalls/[^\/]+/last-release",0,c1
r22,0,"^conditionalReleaseDateMonth$","05","/recalls/[^\/]+/last-release",0,c1
r23,0,"^conditionalReleaseDateYear$","2022","/recalls/[^\/]+/last-release",0,c1
r25,3,"^vulnerabilityDiversity$","10","/recalls/[^\/]+/issues-needs",0,c1
r26,3,"^contraband$","01","/recalls/[^\/]+/issues-needs",0,c1
r27,2,"^mappaLevel$","""LEVEL_1""","/recalls/[^\/]+/issues-needs",0,c1
r28,0,"^vulnerabilityDiversityDetail$","Substance abuse","/recalls/[^\/]+/issues-needs",0,c1
r38,0,"^sentenceLengthYears$","3","/recalls/[^\/]+/last-release",0,c1
r61,0,"^bookingNumber$","A12345","/recalls/[^\/]+/last-release",0,c1
r68,0,"^probationOfficerName$","Dave Angel","/recalls/[^\/]+/probation-officer",0,c1
r69,0,"^probationOfficerEmail$","dave.angel@probation.gov.uk","/recalls/[^\/]+/probation-officer",0,c1
r70,0,"^probationOfficerPhoneNumber$","07393739393","/recalls/[^\/]+/probation-officer",0,c1
r71,0,"^authorisingAssistantChiefOfficer$","Bob Monkfish","/recalls/[^\/]+/probation-officer",0,c1
r72,2,"^localDeliveryUnit$","""CENTRAL_AUDIT_TEAM""","/recalls/[^\/]+/probation-officer",0,c1
